"","logFC","logCPM","LR","PValue","FDR"
"ASGR1",1.72449807984512,0.542820024783614,70.9854341756516,3.59871965796023e-17,1.04700886904803e-16
"ASPDH",-3.29553559582497,2.77440435247009,249.380314653377,3.54435594940091e-56,5.24402773486834e-55
"ASPHD1",2.58088483465934,3.73830564694982,191.888349652363,1.23070948865558e-43,1.06792898494347e-42
"ASPM",2.81870821507274,2.79049048872915,185.031930756723,3.86213308436442e-42,3.15125524775167e-41
"ASS1",-3.22134862786587,8.26363023706108,892.510071898602,4.16916056115295e-196,2.38908935386992e-193
"ATAD2",1.11506972679392,3.85488526422193,127.535039499343,1.4187385151686e-29,7.00158500745178e-29
"ATAD3B",1.28424639344886,3.10773589306131,99.5802348489229,1.88375062569497e-23,7.16883794948387e-23
"ATAD5",1.59702997010853,1.33411290806577,229.533954222397,7.53320585911574e-52,9.32977839525898e-51
"ATF3",-1.27620814593115,6.73432090182346,63.554350707289,1.56002684753816e-15,4.21906698157033e-15
"ATF4",1.02492952982781,8.03018048500157,204.676443884719,1.992436584601e-46,1.94530227221299e-45
"ATG12",1.08759606528732,4.79781279527526,400.516646678509,4.25076743832589e-89,2.01054552582913e-87
"ATG16L2",2.39113806502271,4.40150641848606,230.246967774114,5.26602789380672e-52,6.56556900333275e-51
"ATG9B",4.39695123773864,1.85139930089701,176.815012592098,2.40362071806588e-40,1.81140845111095e-39
"ATHL1",3.21978669079448,7.05562773301732,169.161204302911,1.1281592953257e-38,7.96608783936382e-38
"ATP11A",1.60867968029919,8.28745682672723,138.620564332334,5.33181119888827e-32,2.91625018547123e-31
"ATP12A",-8.11893639398784,1.06702563781698,288.80148213221,9.07202719141367e-65,1.89305508578253e-63
"ATP13A4",1.27884565492109,1.1605021654228,20.5052798098785,5.94669913405215e-06,9.7234273922567e-06
"ATP1A1",-2.86386639808268,10.4491544344925,1473.69273687675,2.02566914794911e-322,7.5451235104646e-319
"ATP1A3",3.56027296344403,1.8991100158123,88.3586289951041,5.46009018811362e-21,1.87701623702595e-20
"ATP1B1",-1.52886512338835,10.3499548766405,391.079059621357,4.81909510969321e-87,2.12425142128163e-85
"ATP2B2",3.62579268773462,3.92467853881794,164.89978580617,9.62058741830193e-38,6.54806450184013e-37
"ATP2C2",-2.07027080172094,0.500618573934022,110.90704820061,6.20111383142673e-26,2.64425858541577e-25
"ATP5A1",-1.53911914744003,9.21851877679225,427.754407557647,5.0077655253499e-95,2.8154980589505e-93
"ATP5B",-1.30099093324757,9.66017304641755,317.318269959147,5.55965287071003e-71,1.46348530248602e-69
"ATP6V0A4",-2.3044170687067,6.17034354477769,23.4951424754369,1.25229544418399e-06,2.12335835016471e-06
"ATP6V0D2",-1.59983545686325,5.72310030432605,16.6809165812177,4.42236347605215e-05,6.8073967795951e-05
"ATP6V0E2",-1.56872411238154,5.87811010656249,261.848109847995,6.78699780434208e-59,1.14388552360738e-57
"ATP6V1A",-1.21521524300167,7.66719741281543,142.343365285776,8.18093965953761e-33,4.60475330515493e-32
"ATP6V1B1",-2.91874770325295,5.15826131800077,97.446550969789,5.53298298905291e-23,2.06865529620826e-22
"ATP6V1C2",-1.81451844303976,3.46706520263995,94.6850357306561,2.23220266268015e-22,8.12746516893243e-22
"ATP6V1H",-1.04818292167986,5.86191913814703,252.168642764457,8.74307092212624e-57,1.32650726750264e-55
"ATP8B1",-1.14796568846099,5.07016885397289,165.733931658154,6.32391932017875e-38,4.33794078965669e-37
"ATP8B3",3.67784477439709,3.44943017678163,154.104261371887,2.19757494467117e-35,1.36994431383497e-34
"ATRNL1",-2.01019595589198,2.0142451944646,84.415133109828,4.01066189928591e-20,1.33292107154719e-19
"AUH",-1.05224579616844,4.67001652722495,153.084783263685,3.67065595725372e-35,2.2664361005853e-34
"AURKA",1.23185697741905,2.85942939038248,85.9232609511591,1.87055484407737e-20,6.29390167613116e-20
"AURKB",3.20812974733909,1.34275409298158,186.525681499149,1.8227861286007e-42,1.5112793839745e-41
"AVIL",1.39261311816632,0.875881918376728,68.8655377767061,1.05410821540191e-16,3.00980419725433e-16
"AVPI1",-1.06056334517737,3.23976642773292,174.955929289971,6.12111581434536e-40,4.53723903074286e-39
"AVPR1B",4.18117380683721,1.208853258647,177.666000359108,1.56691394087364e-40,1.18927411131311e-39
"AVPR2",-3.73415501876687,2.27578108292517,586.884640685281,1.19274151085122e-129,1.70871690097811e-127
"AXIN2",-1.17183014208798,1.92034304536338,132.149925439159,1.38735783174629e-30,7.15480939258845e-30
"AXL",1.65094049602389,6.9681145239266,180.372135017544,4.01946822309276e-41,3.14197571122031e-40
"AZGP1",-1.82454365741113,5.59151968161646,86.7931232525193,1.20487755755488e-20,4.08824202459808e-20
"B2M",1.14870282662896,12.0436732394552,179.998582580674,4.84986664749154e-41,3.77327222877161e-40
"B3GNT4",1.78002334278782,2.72583976753486,65.8696594313025,4.81750963377788e-16,1.3316526165799e-15
"B3GNT5",1.21984712059037,4.99347112080054,126.68045263003,2.18228455781388e-29,1.07094392710372e-28
"B3GNT8",-1.54038474019132,2.1886868499165,125.941851020079,3.16626379883098e-29,1.53962677345897e-28
"B3GNTL1",1.51962217357696,1.56975676822357,211.13832777531,7.75386209122899e-48,8.01698759869679e-47
"B4GALNT1",3.91211359525461,3.93582970807465,110.245529826918,8.65751339968869e-26,3.66548144762608e-25
"B4GALNT2",-3.70150724457904,1.79520901164443,170.540718678992,5.63727480772035e-39,4.037969103857e-38
"B4GALNT3",-2.59873630131357,2.50636794011287,193.549071438251,5.34173190142926e-44,4.71483789095939e-43
"B4GALNT4",3.56676369247296,1.70507975597431,63.5664070431494,1.55050827251652e-15,4.19484705869322e-15
"BAAT",6.16894808854777,4.03755155307249,97.0751258437548,6.67461614960212e-23,2.48364400631673e-22
"BAG1",-1.23924728215782,6.13235311760822,256.574585292906,9.57620577425674e-58,1.53745570938202e-56
"BAI1",1.48691944325769,2.31491080832097,19.9986221253937,7.74979878070441e-06,1.26011406781311e-05
"BAIAP3",-1.49246575918672,3.80705917146176,212.047400764286,4.91123889785357e-48,5.12412803495241e-47
"BARX2",2.7356595895403,5.43722602550531,254.865440140222,2.25823862807884e-57,3.53790718399017e-56
"BATF3",1.99108679452207,2.02656625161058,197.753916963996,6.45640874476197e-45,5.92327794878132e-44
"BATF",3.28260081419186,1.82734673563131,268.022114728765,3.06186821473082e-60,5.43080649181838e-59
"BAZ1A",1.37459792702297,5.22075733615167,296.119727498108,2.30765104027748e-66,5.06357773918913e-65
"BBC3",1.41773779397445,3.63107788702536,268.118822323899,2.91681539774225e-60,5.18587501324126e-59
"BCAM",-2.35937797142471,8.89611410388883,861.597315932133,2.1893002350894e-189,1.0872794734199e-186
"BCAN",1.65108704427752,0.83297983284683,41.3794596531236,1.25367799224629e-10,2.67179922850485e-10
"BCAS1",-1.96323492896149,1.62782995468319,44.8386145163965,2.13961354301704e-11,4.72688347826377e-11
"BCAT1",1.61567259053987,4.78744604393094,104.404044540673,1.64993423147957e-24,6.57810278694517e-24
"BCKDHB",-1.15707591946816,4.2787653278232,218.85925553136,1.60402792335541e-49,1.8022935165967e-48
"BCL11A",1.98889636335186,1.68251506740034,125.619012356018,3.72562758188622e-29,1.80631712797015e-28
"BCL11B",1.83368963706445,2.9175706737414,144.425908180342,2.8673013625321e-33,1.64236384358347e-32
"BCL2A1",3.24177912658155,2.41744961277159,217.751813271034,2.79757446961422e-49,3.10589135788243e-48
"BCL2L15",-1.56296072640841,0.781000535930023,74.0240832422895,7.71697765840205e-18,2.32743421320915e-17
"BCL6B",1.39444871772064,5.60859678024664,111.311313057037,5.05717808000666e-26,2.16950464192396e-25
"BCL9",-1.01087577707714,4.60276041583278,314.389702655089,2.41534302141837e-70,6.2259854110921e-69
"BCMO1",1.74330853377518,3.44223185973549,94.5649018035166,2.37186800882232e-22,8.62334345130398e-22
"BCR",-1.09435775660484,6.2715010850279,364.55447340754,2.86997112764424e-81,1.07436431735607e-79
"BDH1",-1.98852256009704,3.42062452916638,136.37386624545,1.65286535323283e-31,8.84238452345279e-31
"BDKRB2",-1.15598614349436,5.0879197757395,41.5095431477998,1.17296934888466e-10,2.50230102076641e-10
"BDNF",2.50100546885674,2.18228556066843,120.739990355913,4.35645644618204e-28,2.0182476552135e-27
"BEND6",1.28774520879408,0.983039689639812,38.1671907027921,6.49351289052992e-10,1.33831579134051e-09
"BEST1",2.29774929221653,2.32174585010685,250.582039001281,1.93887811305652e-56,2.90617152982184e-55
"BEST4",2.77292390773053,0.966695876629598,100.681809720989,1.08012999673236e-23,4.15513989706052e-23
"BEX2",-1.15725377718954,4.48095678026205,67.2465310010816,2.39592014530008e-16,6.72383014594572e-16
"BHLHE41",2.91313760426671,7.3426827369773,410.113920600282,3.46201456124447e-91,1.78479428885749e-89
"BHMT",-1.39713160205766,8.41225252202125,72.2181132816348,1.92679053582564e-17,5.68460439470618e-17
"BID",1.43987812142187,4.52057149592961,296.977790033409,1.50044498644223e-66,3.33161398703469e-65
"BIN2",2.27262183592105,4.29029592146829,330.715910095927,6.71215053647817e-74,1.9685891898226e-72
"BIRC3",2.56577359662638,6.9165633391186,225.951256852604,4.55343781977938e-51,5.45789783402197e-50
"BIRC5",3.07329202630068,2.06761520514868,185.917839358267,2.47416312032029e-42,2.03660532208022e-41
"BIRC7",7.90668982946439,3.98927365170868,206.163820668819,9.43729205732442e-47,9.348817444287e-46
"BLM",1.81762551266546,1.20362265722226,172.657801558547,1.94402476915791e-39,1.41494992846525e-38
"BLNK",-1.01897109755945,4.15799287711017,102.251078753052,4.89123242154893e-24,1.90920806519931e-23
"BMP1",1.74821258764966,5.84594567868122,246.72503674074,1.34409418120517e-55,1.92925425874526e-54
"BMP2K",1.03427993563468,4.69044536218821,123.420309257492,1.12827994991314e-28,5.36725510017749e-28
"BMP6",-2.00899367370425,3.87087477173088,333.61039232199,1.57199747184353e-74,4.74113164635561e-73
"BMP7",-3.27741324096851,1.93473135960774,88.4385887786834,5.24378121993323e-21,1.80515472263829e-20
"BMP8A",1.55560229657916,2.95135105127987,100.997973090131,9.20776188857256e-24,3.55037381930234e-23
"BMP8B",1.16258494388542,2.27155160251092,42.219183264914,8.15956924279013e-11,1.75323654670219e-10
"BMPER",2.17185072679401,1.00729164037498,57.5233881134828,3.33984218672255e-14,8.49152026279509e-14
"BMPR1B",-2.56248348649825,3.49185058680337,85.0882252335018,2.85344734149036e-20,9.51298096685272e-20
"BMS1P4",1.15167557095988,0.404787618748448,68.3713428332995,1.35431474268961e-16,3.84268431752666e-16
"BMX",1.90014181357466,0.83559307374149,64.2767487551758,1.08114120903873e-15,2.94101202729012e-15
"BNC1",1.26498394494845,0.402047982059901,9.62981947920059,0.00191443424289062,0.00262113175747356
"BNIP3L",1.05184737780427,8.21468386316031,166.396491117675,4.53165803303431e-38,3.12724284549228e-37
"BNIP3",1.68916558278211,8.17712472481983,236.473166635236,2.31065926467866e-53,3.01194334072155e-52
"BPHL",-1.61575899992521,4.98739156068079,381.946887943851,4.68916980747254e-85,1.95150673076909e-83
"BRCA1",1.09417745574157,2.8460640191646,149.933134518228,1.79297798001205e-34,1.07499311566195e-33
"BRCA2",1.97020046055847,1.85583969851407,255.859024848201,1.37144138125843e-57,2.17836941784321e-56
"BRCC3",-1.05015381608321,3.92793782193266,285.546570506872,4.64455175229482e-64,9.41485395339326e-63
"BRIP1",2.33263240467915,0.903778143646612,202.42841075026,6.16472763470802e-46,5.91805908695327e-45
"BRP44L",-1.4337986682573,5.61643282290174,242.574936258869,1.07960950878151e-54,1.49212449641334e-53
"BSND",-3.52958668975903,2.64753562415495,30.6629813619312,3.06965981858366e-08,5.77533295076119e-08
"BSPRY",-2.16250154628293,3.02419473297686,158.355330062643,2.58821398704403e-36,1.66071490925793e-35
"BST2",1.24720225453021,6.96933348650941,118.393250138014,1.42205092976179e-27,6.49314643043853e-27
"BTBD11",-1.41348558222783,3.0162374624868,53.0193759523887,3.30274282710631e-13,7.97141833485452e-13
"BTBD16",4.31552313446313,0.929647321987569,205.284473445001,1.46796121986407e-46,1.44364054222804e-45
"BTBD19",1.76897954582099,1.89532117814312,152.983130823638,3.86331073687899e-35,2.38144255973356e-34
"BTC",-1.94487522567136,0.380733289905237,150.512606190756,1.33942207178761e-34,8.09247747265351e-34
"BTG2",-2.29216071191653,7.64020303653632,626.640872172064,2.68784322966678e-138,4.71131485633004e-136
"BTK",2.53776119315155,3.54564774816457,306.123206205663,1.52677495661501e-68,3.68081231045422e-67
"BTLA",2.06901980259927,0.210895024379935,106.525851972011,5.65499644837731e-25,2.30579617089145e-24
"BTN2A2",1.34392055439707,4.9826283133635,268.573759391658,2.32142774816173e-60,4.14214994249839e-59
"BTN2A3",1.22166849380912,0.773371900875347,125.198553431135,4.60487445542021e-29,2.22392299874573e-28
"BTN3A1",2.00581009293215,6.53409940534969,327.564773455026,3.25978396427474e-73,9.28633294143965e-72
"BTN3A2",2.09645270499984,7.31349455885842,303.190765251292,6.646961000277e-68,1.55957593611224e-66
"BTN3A3",1.54307409565398,5.90802232002572,233.748056718411,9.07782836734774e-53,1.15401505840541e-51
"BTNL9",2.27501331710434,5.73193983071659,136.503860134374,1.54812384271683e-31,8.296941414618e-31
"BUB1B",1.81775545068118,2.06138007831286,114.252733849775,1.14714800033936e-26,5.05661480977992e-26
"BUB1",2.69027688574869,2.49887043832709,161.645644398114,4.94431345048569e-37,3.2711068427525e-36
"BVES",-1.11210188118744,2.15916902624665,102.355192719555,4.64080554952093e-24,1.81335855972495e-23
"C10orf10",2.17832101616506,8.44115384409952,250.085593366517,2.48759437812642e-56,3.71369425247551e-55
"C10orf114",-1.14359436690412,2.53168865813253,99.5218641678073,1.94009647099858e-23,7.3794989332162e-23
"C10orf116",1.04676897854255,7.31944489768221,46.7206022742204,8.18638248384797e-12,1.84633534100592e-11
"C10orf118",-1.34335493692941,4.61364626158304,410.906483154036,2.32706704108416e-91,1.20385318906642e-89
"C10orf128",1.5342277672606,1.10294450582073,106.876236230573,4.73856752080923e-25,1.93849306679124e-24
"C10orf140",-1.05303186588225,1.20425415922751,54.8446868764044,1.30440918786402e-13,3.21974693339729e-13
"C10orf25",1.13716087650821,2.60253036267725,207.348950542344,5.20315517912325e-47,5.22032383931025e-46
"C10orf47",-1.10210121103323,3.56144594400958,94.4921396481404,2.4606758246545e-22,8.93314062171719e-22
"C10orf54",1.09824543898756,6.48981461473217,181.191495670721,2.66239881355557e-41,2.09656870629833e-40
"C10orf99",6.04483869135004,4.12004024606781,86.970728605638,1.10139267150886e-20,3.74051730403703e-20
"C11orf21",2.97238866524416,0.406320745522112,277.897483927914,2.15663615054053e-62,4.14068582563188e-61
"C11orf35",1.0848547455316,2.29997897548236,91.0356231585582,1.41108702113811e-21,4.96663962389243e-21
"C11orf41",-1.89005965227073,1.39582986479438,109.427435052463,1.30806518451866e-25,5.48827462240033e-25
"C11orf54",-1.12954296724801,7.63168448585202,119.239927576508,9.27981064498888e-28,4.26201907520621e-27
"C11orf82",1.16565512563157,0.466063612857832,72.840863073949,1.40536722939395e-17,4.17518770702702e-17
"C11orf86",2.39252990975867,1.09467090579063,27.4243747346716,1.6335918799053e-07,2.9316894023981e-07
"C11orf92",-1.53941226369544,3.38036166294238,103.74492805726,2.30113417604373e-24,9.12552517670362e-24
"C12orf24",1.38356231005967,3.01144584005736,194.50287146829,3.30757963906323e-44,2.94734623459349e-43
"C12orf34",-2.8840211481858,3.04909781721801,459.972207625326,4.87460430201035e-102,3.34685389380886e-100
"C12orf45",1.18567458646513,2.76924917143734,146.738512007527,8.95146545060589e-34,5.2239672443626e-33
"C12orf59",-4.99471965626523,5.21543427479368,592.661484705969,6.60694613132928e-131,9.8436890410675e-129
"C13orf15",1.58412637203756,6.30196968483662,137.204225832352,1.08799680478049e-31,5.86895886836516e-31
"C13orf18",2.00413801829038,2.1529273720601,178.847054131016,8.65285749265681e-41,6.64530534964401e-40
"C13orf34",1.11089385722307,2.11739724795327,193.839185866309,4.61702867585275e-44,4.08972117963913e-43
"C14orf132",-1.40246827751677,3.87808153587986,75.4726291770846,3.70507499595265e-18,1.13444127342167e-17
"C14orf139",1.34094329786636,2.28613344019575,119.192686269607,9.50346753423986e-28,4.36205060975476e-27
"C14orf180",2.54431009497636,2.11259428263839,36.8861476393885,1.25232559953854e-09,2.53993998196635e-09
"C14orf37",-3.35569957514527,2.95055621278824,840.006656814949,1.08182074660851e-184,4.35622900100547e-182
"C14orf4",-1.72088888400268,6.11649009765175,492.209461335828,4.71043140552528e-109,3.77315685542587e-107
"C14orf73",1.74177749599759,3.71050636094944,94.113346588536,2.97963396090837e-22,1.07856089367283e-21
"C15orf42",2.35764758434827,0.820444515889101,176.098701837965,3.44574087248135e-40,2.58239905729877e-39
"C15orf48",2.0413541681503,2.44007978317242,101.757874790882,6.27402826361097e-24,2.43619356527339e-23
"C15orf59",-1.19573311679548,2.10498646996449,23.6567439688489,1.15141693207792e-06,1.95721173656919e-06
"C16orf11",-7.60390900306605,1.36688598908751,264.989369988889,1.40278634411723e-59,2.43307494074536e-58
"C16orf13",1.17458683581647,6.24239051396149,168.330286789489,1.71340019100597e-38,1.20018568151377e-37
"C16orf45",-1.02776147132902,3.95655930697019,169.805564216121,8.15893251680286e-39,5.81626485970554e-38
"C16orf54",1.95476889848403,2.18484612403849,189.362841864621,4.37935445274577e-43,3.72420102690978e-42
"C16orf59",1.01619571524485,0.506939051281376,46.5400010603925,8.97671407695375e-12,2.01999793131753e-11
"C16orf74",3.08490424260354,2.9170586044316,144.558852529115,2.68168476269306e-33,1.53848368422656e-32
"C16orf79",1.14624141521725,0.196597963171298,37.6786511709131,8.34124737589033e-10,1.7077950344014e-09
"C16orf89",-2.95759730525781,2.98626760371278,160.143104611216,1.05288705862314e-36,6.87723116458842e-36
"C17orf53",1.79452569311483,0.814790585740924,241.435885538667,1.91259139404236e-54,2.6190899981468e-53
"C17orf55",1.19394753134718,1.0200793302904,29.661814171182,5.14381736793543e-08,9.5486836487503e-08
"C17orf60",2.9361273496507,0.661139061257273,299.118723931428,5.12592997636643e-67,1.16419559021164e-65
"C17orf86",1.22373681116623,3.01748153980659,178.247491191799,1.16969928268021e-40,8.93710236546278e-40
"C17orf87",2.55880506709973,1.21010694788998,238.58608105616,7.99846567300666e-54,1.06022366603315e-52
"C18orf34",-1.4039704454713,0.833884262419937,84.2918119969487,4.26879437483771e-20,1.41618275196409e-19
"C18orf54",1.00892161694669,2.6138371148125,152.188563790127,5.76254175433053e-35,3.53171985182108e-34
"C19orf10",1.07155777299146,6.55874963409356,250.336234487147,2.1935004264061e-56,3.28122116998237e-55
